번호,발표연도,가수,곡명,병기,iTunes가수,iTunes곡명,음반,음반연도,판
247,2000,박기영,Blue Sky,,박기영,Blue Sky,혼잣말,2000,2026-09-13 14:39
248,2000,박지윤,달빛의 노래,,박지윤,달빛의 노래,성인식,2000,2026-09-13 14:39
249,2000,박지윤,성인식,,박지윤,성인식,성인식,2000,2026-09-13 14:39
250,2000,박혜경,하루,,박혜경,하루,O2,2000,2026-09-13 14:39
251,2000,백지영,Dash,,백지영,Dash,Rouge (NONE),2000,2026-09-13 14:39
252,2000,백지영,Sad Salsa,,백지영,Sad Salsa,Rouge (NONE),2000,2026-09-13 14:39
253,2000,베이비복스,Why,,베이비복스,Why,Why,2000,2026-09-13 14:39
254,2000,보아,ID;Peace B,,보아,ID;Peace B,ID;Peace B - The 1st Album,2000,2026-09-13 14:39
255,2000,보아,Sara,,보아,Sara,ID;Peace B - The 1st Album,2000,2026-09-13 14:39
256,2000,샤크라,Hey U,,샤크라,Hey U,한,2000,2026-09-13 14:39
257,2000,샤크라,한,,샤크라,한,한,2000,2026-09-13 14:39
258,2000,샵,잘됐어,,샵,잘됐어,The Four Letter Word Love,2000,2026-09-13 14:39
259,2000,서문탁,사슬,,서문탁,사슬,서문탁 Ⅱ,2000,2026-09-13 14:39
260,2000,서태지,울트라맨이야,,서태지,울트라맨이야,Seotaiji VI,2000,2026-09-13 14:39
261,2000,성시경,내게 오는 길,,성시경,내게 오는 길 (Bonus Track),처음처럼,2000,2026-09-13 14:39
262,2000,소찬휘,Tears,,소찬휘,Tears,First Bridge,2000,2026-09-13 14:39
263,2000,신승훈,가잖아,,신승훈,가잖아,Desire to Fly High,2000,2026-09-13 14:39
264,2000,신화,Only One,,신화,Only One,Only One - The 3rd Album,2000,2026-09-13 14:39
265,2000,여행스케치,왠지 느낌이 좋아,,여행스케치,왠지 느낌이 좋아,The Best of The Best,2001,2026-09-13 14:39
266,2000,왁스,엄마의 일기,,왁스,엄마의 일기,왁스 1집 - 엄마의 일기,2000,2026-09-13 14:39
267,2000,왁스,오빠,Oppa,왁스,오빠,왁스 1집 - 엄마의 일기,2000,2026-09-13 14:39
268,2000,원타임,One Love,,원타임,One Love,2nd Round,2000,2026-09-13 14:39
269,2000,원타임,쾌지나 칭칭,,원타임,쾌지나 칭칭,2nd Round,2000,2026-09-13 14:39
270,2000,유승준,찾길바래,,유승준,찾길바래,Summit Revival,2000,2026-09-13 14:39
271,2000,유엔,평생,,유엔,평생,United 'n' - Generation,2000,2026-09-13 14:39
272,2000,이브,아가페,,이브,아가페,너에게로 날자,2000,2026-09-13 14:39
273,2000,이소은,서방님,,이소은,서방님,신비,2000,2026-09-13 14:39
274,2000,이승환,그대가 그대를,,이승환,그대가 그대를,Long Live Dreamfactory,2000,2026-09-13 14:39
275,2000,이정현,너,,이정현,너,너,2000,2026-09-13 14:39
276,2000,이지훈,천애,,이지훈,천애,Eternity Friend,2000,2026-09-13 14:39
277,2000,이현도,삐에로,,이현도,삐에로,완전 힙합,2000,2026-09-13 14:39
278,2000,임재범,너를 위해,,임재범,너를 위해,Memories,2000,2026-09-13 14:39
279,2000,임창정,날 닮은 너,,임창정,날 닮은 너,www.Love.7th,2000,2026-09-13 14:39
280,2000,자우림,매직 카펫 라이드,,자우림,매직 카펫 라이드,"Jaurim, The Wonder Land",2000,2026-09-13 14:39
281,2000,정일영,기도,,정일영,기도,가을동화 (Original Television Soundtrack),2000,2026-09-13 14:39
282,2000,제이,어제처럼,,제이,어제처럼,In Love,2000,2026-09-13 14:39
283,2000,조규만,다 줄꺼야,다 줄꺼야(Seq Version),조규만,다 줄꺼야(Seq Version),다 줄거야,2000,2026-09-13 14:39
284,2000,조성모,가시나무,,조성모,가시나무,Classic,2000,2026-09-13 14:39
285,2000,조성모,다짐,,조성모,다짐,Let Me Love,2000,2026-09-13 14:39
286,2000,조성모,아시나요,,조성모,아시나요,Let Me Love,2000,2026-09-13 14:39
287,2000,조장혁,Love,,조장혁,Love,Love,2000,2026-09-13 14:39
288,2000,조장혁,중독된 사랑,,조장혁,중독된 사랑,Love,2000,2026-09-13 14:39
289,2000,채정안,편지,,채정안,편지,편지,2000,2026-09-13 14:39
290,2000,컨츄리꼬꼬,오 마이 줄리아,"Oh, My Julia",컨츄리 꼬꼬,"Oh, My Julia",Winter Traveling,2000,2026-09-13 14:39
291,2000,코요태,Passion,,코요태,Passion,Passion,2000,2026-09-13 14:39
292,2000,코요태,파란,,코요태,파란,Passion,2000,2026-09-13 14:39
293,2000,쿨,맥주와 땅콩,,쿨,맥주와 땅콩,Cool 5,1998,2026-09-13 14:39
294,2000,쿨,해석남녀,,쿨,해석남녀,Cool 5,2000,2026-09-13 14:39
295,2000,클론,초련,,클론,초련 (2024 Remaster),New World (2024 Remasterd),2000,2026-09-13 14:39
296,2000,클릭비,Exit,Exit (For Your Way),클릭비,Exit (For Your Way),Challenge,2000,2026-09-13 14:39
297,2000,터보,Cyber Lover,,터보,Cyber Lover,E-Mail My Heart,2000,2026-09-13 14:39
298,2000,터보,Tonight,,터보,Tonight,E-Mail My Heart,2000,2026-09-13 14:39
299,2000,틴틴파이브,머리치워 머리,,틴틴 파이브,머리치워 머리,코리안 댄스 탑 40,2000,2026-09-13 14:39
300,2000,포지션,I Love You,,포지션,I Love You,I Love You,2000,2026-09-13 14:39
301,2000,피플크루,야화,,피플 크루,야화,태산북두,2000,2026-09-13 14:39
302,2000,피플크루,이제는 하나,,피플 크루,이제는 하나,태산북두,2000,2026-09-13 14:39
303,2000,핑클,Now,,핑클,Now,Now,2000,2026-09-13 14:39
304,2000,허니패밀리,워워,,허니패밀리,워워,Another Level,2000,2026-09-13 14:39
305,2000,홍경민,흔들린 우정,,홍경민,흔들린 우정,Shaky Friendship,2000,2026-09-13 14:39
306,2001,JTL,A Better Day,,JTL,A Better Day,Enter the Dragon,2001,2026-09-13 14:39
307,2001,S.E.S.,꿈을 모아서,,S.E.S.,꿈을 모아서,Surprise - The 4.5th Album,2001,2026-09-13 14:39
308,2001,god,길,Road,지오디,길,Chapter 4,2001,2026-09-13 14:39
309,2001,god,니가 있어야 할 곳,,지오디,니가 있어야 할 곳,Chapter 4,2001,2026-09-13 14:39
310,2001,god,다시,,지오디,다시,Chapter 4,2001,2026-09-13 14:39
311,2001,강타,북극성,,강타,북극성,Polaris - The 1st Album,2001,2026-09-13 14:39
312,2001,거북이,사계,사계 (Hip Hop Version),거북이,사계 (Hip Hop Version),Go! Boogie!,2001,2026-09-13 14:39
313,2001,김건모,미안해요,,김건모,미안해요,#007 Another Days…,2001,2026-09-13 14:39
314,2001,김건모,짱가,,김건모,짱가,#007 Another Days…,2001,2026-09-13 14:39
315,2001,김동률,사랑한다는 말,,김동률,사랑한다는 말,귀향,2001,2026-09-13 14:39
316,2001,김종국,남자니까,,김종국,남자니까,Renaissance,2001,2026-09-13 14:39
317,2001,김현정,떠난 너,,김현정,떠난 너,Wild Beauty,2001,2026-09-13 14:39
318,2001,다나,세상끝까지,,다나,세상끝까지,DANA,2001,2026-09-13 14:39
319,2001,드렁큰타이거,Good Life,,드렁큰타이거,Good Life,The Legend Of…,2001,2026-09-13 14:39
320,2001,리치,사랑해 이 말밖엔,,리치,"사랑해, 이 말 밖엔...",I Have a Dream,2001,2026-09-13 14:39
321,2001,박진영,난 여자가 있는데,,박진영,난 여자가 있는데,놀이,2001,2026-09-13 14:39
322,2001,박효신,동경,,박효신,동경,Second Story,2001,2026-09-13 14:39
323,2001,베이비복스,인형,,베이비복스,인형,Boyish Story,2001,2026-09-13 14:39
324,2001,보보,늦은 후회,,보보,늦은 후회,늦은 후회,2001,2026-09-13 14:39
325,2001,브라운아이즈,벌써 일년,,Brown Eyes,벌써 일년,Brown Eyes,2001,2026-09-13 14:39
326,2001,샤크라,끝,,샤크라,끝,Chakra‘Ca,2001,2026-09-13 14:39
327,2001,샵,Sweety,,샵,Sweety,4ever Feel So Good (NONE),2001,2026-09-13 14:39
328,2001,샵,내 입술 따뜻한 커피처럼,,샵,내 입술... 따뜻한 커피처럼,Flat (♭) Album,2001,2026-09-13 14:39
329,2001,서문탁,사미인곡,,서문탁,사미인곡,Seomoontak 3rd,2001,2026-09-13 14:39
330,2001,신승훈,I Believe,,신승훈,I Believe,엽기적인 그녀 (Original Movie Soundtrack) [AC+E No.2],2001,2026-09-13 14:39
331,2001,신화,"Hey, Come On !",,신화,"Hey, Come On !","HEY, COME ON! - The 4th Album",2001,2026-09-13 14:39
332,2001,심태윤,뭡니까,,심태윤,뭡니까,2003. Ready!!,2001,2026-09-13 14:39
333,2001,싸이,새,Bird,싸이,새,Psy From The Psycho World,2001,2026-09-13 14:39
334,2001,엄정화,다가라,,엄정화,다가라,화,2001,2026-09-13 14:39
335,2001,엔알지,비,,엔알지,비,비,2001,2026-09-13 14:39
336,2001,왁스,화장을 고치고,,왁스,화장을 고치고,왁스 2집 - 화장을 고치고,2001,2026-09-13 14:39
337,2001,원타임,어머니,,원타임,어머니,Third Time Fo' Yo' Mind!!,2001,2026-09-13 14:39
338,2001,유리상자,사랑해도 될까요,,유리상자,사랑해도 될까요?,시나브로,2001,2026-09-13 14:39
339,2001,유엔,선물,,유엔,선물,Traveling You,2001,2026-09-13 14:39
340,2001,유엔,파도,,유엔,파도,Traveling You,2001,2026-09-13 14:39
341,2001,윤미래,시간이 흐른뒤,,윤미래,시간이 흐른뒤,사랑+one-겨울愛 - EP,2001,2026-09-13 14:39
342,2001,이기찬,또 한번 사랑은 가고,,이기찬,또 한번 사랑은 가고,New Story,2001,2026-09-13 14:39
343,2001,이수영,그리고 사랑해,,이수영,그리고 사랑해,Made In Winter,2000,2026-09-13 14:39
344,2001,이정현,미쳐,,이정현,미쳐,Magic To Go To My Star,2001,2026-09-13 14:39
345,2001,이지훈 & 신혜성,인형,,이지훈,인형 [feat. Shin Hye Sung],Special With…,2001,2026-09-13 14:39
346,2001,자두,잘가,,더 자두,잘가,자두 1집 - Version 0001,2001,2026-09-13 14:39
347,2001,장나라,4월 이야기,,장나라,4월 이야기,First Story,2001,2026-09-13 14:39
348,2001,장나라,고백,,장나라,고백,First Story,2001,2026-09-13 14:39
349,2001,장나라,눈물에 얼굴을 묻는다,,장나라,눈물에 얼굴을 묻는다,First Story,2001,2026-09-13 14:39
350,2001,정재욱,Season In The Sun,,정재욱,Season In The Sun,A Simple Story,2001,2026-09-13 14:39
351,2001,죠앤,햇살 좋은 날,,죠앤,햇살 좋은 날,First Love,2001,2026-09-13 14:39
352,2001,지누션,A-Yo!,,지누션,A-Yo!,The Reign,2001,2026-09-13 14:39
353,2001,차태현,I Love You,,차태현,I Love You,Accident,2001,2026-09-13 14:39
354,2001,채정안,Magic,,채정안,Magic,Goddess... Her Fate,2001,2026-09-13 14:39
355,2001,캔,내 생에 봄날은...,,캔,내생에 봄날은...,Can With Piano,2001,2026-09-13 14:39
356,2001,쿨,Jumpo Mambo,,쿨,Jumpo Mambo,COOL 6ix,2001,2026-09-13 14:39
357,2001,쿨,아로하,,쿨,아로하,First Whisper,2001,2026-09-13 14:39
358,2001,크라잉넛,밤이 깊었네,,크라잉넛,밤이 깊었네,하수연가,2001,2026-09-13 14:39
359,2001,클릭비,백전무패,,클릭비,백전무패,Click-B 3,2001,2026-09-13 14:39
360,2001,핑클,늘 지금처럼,,핑클,늘 지금처럼,Memories & Melodies,2001,2026-09-13 14:39
361,2001,하늘,웃기네,,하늘,웃기네,Voice Of Purity,2001,2026-09-13 14:39
362,2002,MC 스나이퍼,뉴욕스타일,,MC SNIPER,뉴욕스타일,So Sniper,2002,2026-09-13 14:39
363,2002,S.E.S.,Just A Feeling,,S.E.S.,Just a Feeling (Original Version),Choose My Life-U,2002,2026-09-13 14:39
364,2002,김광진,동경소녀,,김광진,동경소녀,솔베이지,2002,2026-09-13 14:39
365,2002,김범수,보고싶다,,김범수,보고 싶다,보고 싶다,2002,2026-09-13 14:39
366,2002,노을,붙잡고도,Even I Grab You,Noel,Even I Grab You,Noel,2002,2026-09-13 14:39
367,2002,노을,인연,,Noel,인연,Noel,2002,2026-09-13 14:39
368,2002,리즈,그대 행복에 살텐데,그댄 행복에 살텐데,리즈,그댄 행복에 살텐데,Obsession,2002,2026-09-13 14:39
369,2002,박경림,착각의 늪,,박고테 프로젝트,착각의 늪,박고테 프로젝트,2002,2026-09-13 14:39
370,2002,박정현,꿈에,,박정현,꿈에,Op. 4,2002,2026-09-13 14:39
371,2002,박지윤,난 남자야,,parkjiyoon,난 남자야,MAN,2002,2026-09-13 14:39
372,2002,박효신,좋은 사람,,박효신,좋은사람,Time-Honored Voice,2002,2026-09-13 14:39
373,2002,베이비복스,우연,,베이비복스,우연 (우울한 우연),Baby V.O.X Special Album,2002,2026-09-13 14:39
374,2002,별,왜 모르니,,별,왜 모르니,왜 모르니 - Single,2002,2026-09-13 14:39
375,2002,보아,No.1,넘버원,보아,No.1,NO.1 - The 2nd Album,2002,2026-09-13 14:39
376,2002,보아,Valenti,,보아,Valenti,MIRACLE - The 2.5th Album,2002,2026-09-13 14:39
377,2002,부활,Never Ending Story,,부활,Never Ending Story,새벽,2002,2026-09-13 14:39
378,2002,브라운아이즈,점점,,Brown Eyes,점점,Reason 4 Breathing?,2002,2026-09-13 14:39
379,2002,비,나쁜 남자,Bad Guy,비,나쁜 남자,N001,2002,2026-09-13 14:39
380,2002,신화,Perfect Man,,신화,Perfect Man,Perfect Man - The 5th Album,2002,2026-09-13 14:39
381,2002,싸이,낙원,,싸이,낙원 (feat. 이재훈),Psy 3,2002,2026-09-13 14:39
382,2002,싸이,챔피언,,싸이,챔피언,Psy 3,2002,2026-09-13 14:39
383,2002,엠씨더맥스,잠시만 안녕,,엠씨 더 맥스,잠시만 안녕,"M.C THE MAX!, Vol. 1",2008,2026-09-13 14:39
384,2002,이기찬,감기,,이기찬,감기,Newstory Ⅱ,2002,2026-09-13 14:39
385,2002,이수영,라라라,,이수영,라라라,Sweet Holiday In Lombok,2002,2026-09-13 14:39
386,2002,인디고,여름아! 부탁해,,인디고,여름아! 부탁해,인디고,2002,2026-09-13 14:39
387,2002,자두,대화가 필요해,,더 자두,대화가 필요해,자두 2집 - Change Yourself,2002,2026-09-13 14:39
388,2002,장나라,Sweet Dream,,장나라,Sweet Dream,Sweet Dream,2002,2026-09-13 14:39
389,2002,쥬얼리,Again,,쥬얼리,Again,Again,2002,2026-09-13 14:39
390,2002,지영선,가슴앓이,,지영선,가슴앓이,사랑,2002,2026-09-13 14:39
391,2002,체리필터,낭만고양이,낭만고양이 Sweet Little Kitty,체리필터,낭만고양이 Sweet Little Kitty,Made In Korea?,2002,2026-09-13 14:39
392,2002,체리필터,내게로 와,내게로 와 Come To Me,체리필터,내게로 와 Come To Me,Made In Korea?,2002,2026-09-13 14:39
393,2002,쿨,진실,,쿨,진실,7Even,2002,2026-09-13 14:39
394,2002,휘성,안되나요,,휘성,안되나요,Like a Movie,2002,2026-09-13 14:39
395,2003,거미,그대 돌아오면,,거미,그대 돌아오면,Like Them,2003,2026-09-13 14:39
396,2003,김형중,그랬나봐,,김형중,그랬나봐,Kim Hyung Joong 1,2003,2026-09-13 14:39
397,2003,동방신기,Hug,,동방신기,Hug (포옹),Hug (포옹),2004,2026-09-13 14:39
398,2003,보아,아틀란티스 소녀,,보아,아틀란티스 소녀,Atlantis Princess - The 3rd Album,2003,2026-09-13 14:39
399,2003,빅마마,Break Away,,Big Mama,Break Away,Like The Bible,2003,2026-09-13 14:39
400,2003,빅마마,체념,,빅마마,체념 後(후),It's Unique,2005,2026-09-13 14:39
401,2003,세븐,와줘,Come Back To Me,SE7EN,와줘,Just Listen,2003,2026-09-13 14:39
402,2003,엠씨더맥스,사랑의 시,,엠씨 더 맥스,사랑의 시,Love Is Time Sixth Sense,2003,2026-09-13 14:39
403,2003,이수영,덩그러니,,이수영,덩그러니,This Time,2003,2026-09-13 14:39
404,2003,이효리,10 Minutes,텐 미닛,이효리,10 Minutes,Stylish...,2003,2026-09-13 14:39
405,2003,이효리,Hey Girl,,이효리,Hey Girl,Stylish...,2003,2026-09-13 14:39
406,2003,휘성,With Me,위드 미,휘성,With Me,YG 10th Anniversary,2003,2026-09-13 14:39
407,2004,MC몽,너에게 쓰는 편지,,MC 몽,너에게 쓰는 편지 (feat. Lyn),180 Degree,2004,2026-09-13 14:39
408,2004,SG워너비,Timeless,,SG Wannabe,Timeless,SG Wanna Be+,2004,2026-09-13 14:39
409,2004,거미,기억상실,,거미,기억상실,It's Different,2004,2026-09-13 14:39
410,2004,김종국,한 남자,One Man,김종국,한 남자,Evolution,2004,2026-09-13 14:39
411,2004,더 넛츠,사랑의 바보,,더 넛츠,사랑의 바보,더 넛츠 1집,2004,2026-09-13 14:39
412,2004,동방신기,The Way U Are,,동방신기,The Way U Are,Tri-Angle - The 1st Album,2004,2026-09-13 14:39
413,2004,럼블피쉬,예감 좋은 날,,럼블피쉬,예감 좋은 날,Swing Attack,2004,2026-09-13 14:39
414,2004,박효신,눈의 꽃,,박효신,눈의 꽃,미안하다 사랑한다 (Original Television Soundtrack),2004,2026-09-13 14:39
415,2004,신화,Brand New,브랜드 뉴,신화,Brand New,Brand New,2004,2026-09-13 14:39
416,2004,이수영,휠릴리,,이수영,휠릴리,The Colors Of My Life,2004,2026-09-13 14:39
417,2004,자우림,하하하쏭,,자우림,하하하쏭,All You Need Is Love,2004,2026-09-13 14:39
418,2004,장윤정,어머나,,장윤정,어머나!,어머나 !,2003,2026-09-13 14:39
419,2005,SG워너비,살다가,,SG Wannabe,살다가,살다가,2005,2026-09-13 14:39
420,2005,SG워너비,죄와 벌,,SG Wannabe,죄와 벌,살다가,2005,2026-09-13 14:39
421,2005,SS501,Snow Prince,,SS501,Snow Prince,SS501 2nd Single,2005,2026-09-13 14:39
422,2005,거미,어른아이,,거미,어른아이,For the Bloom,2005,2026-09-13 14:39
423,2005,김종국,사랑스러워,,김종국,사랑스러워,This is me,2005,2026-09-13 14:39
424,2005,김종국,제자리 걸음,,김종국,제자리 걸음,This is me,2005,2026-09-13 14:39
425,2005,동방신기,Rising Sun,순수,동방신기,Rising Sun,Rising Sun - 2nd Album,2005,2026-09-13 14:39
426,2005,리쌍,내가 웃는게 아니야,,리쌍,내가 웃는게 아니야,리쌍 3집 - Library Of Soul,2005,2026-09-13 14:39
427,2005,버즈,가시,,버즈,가시,Buzz Effect,2005,2026-09-13 14:39
428,2005,버즈,겁쟁이,,버즈,겁쟁이,Buzz Effect,2005,2026-09-13 14:39
429,2005,버즈,나에게로 떠나는 여행,,버즈,나에게로 떠나는 여행,Buzz Effect,2005,2026-09-13 14:39
430,2005,슈퍼주니어,Twins,,SUPER JUNIOR,Twins (Knock Out),Super Junior 05,2005,2026-09-13 14:39
431,2005,에픽하이,Fly,플라이,에픽하이,Fly (feat. Amin. J),Swan Songs,2005,2026-09-13 14:39
432,2005,이승철,서쪽하늘,West Sky,이승철,서쪽 하늘,청연 Original Sound Track,2005,2026-09-13 14:39
433,2006,SG워너비,Partner for Life,내사람,SG Wannabe,Partner for Life,The 3rd Masterpiece,2006,2026-09-13 14:39
434,2006,더 넛츠,잔소리,,더 넛츠,잔소리,Whispers Of Love,2006,2026-09-13 14:39
435,2006,슈퍼주니어,U,,SUPER JUNIOR,U,U - Single,2006,2026-09-13 14:39
436,2006,씨야,미친 사랑의 노래,Crazy Love Song,씨야,미친 사랑의 노래,California Dream,2008,2026-09-13 14:39
437,2006,씨야,여인의 향기,,씨야,여인의 향기,여인의 향기,2006,2026-09-13 14:39
438,2006,이효리,Get Ya,,이효리,Get Ya',Dark Angel,2006,2026-09-13 14:39
439,2007,FT아일랜드,사랑앓이,Love Sick,FTISLAND,사랑앓이,Cheerful Sensibility,2007,2026-09-13 14:39
440,2007,SG워너비,아리랑,,SG Wannabe,아리랑,The Sentimental Chord,2007,2026-09-13 14:39
441,2007,빅뱅,거짓말,Lies,BIGBANG,거짓말,Always - EP,2007,2026-09-13 14:39
442,2007,빅뱅,마지막 인사,Last Farewell,BIGBANG,마지막 인사,Hot Issue - EP,2007,2026-09-13 14:39
443,2007,소녀시대,Kissing You,,소녀시대,Kissing You,소녀시대,2007,2026-09-13 14:39
444,2007,소녀시대,다시 만난 세계,Into the New World,소녀시대,다시 만난 세계,소녀시대,2007,2026-09-13 14:39
445,2007,슈퍼주니어,로꾸거,,슈퍼주니어-T,로꾸거!!!,로꾸거!!! - Single,2007,2026-09-13 14:39
446,2007,씨야,사랑의 인사,,씨야,사랑의 인사,Lovely Sweet Heart,2007,2026-09-13 14:39
447,2007,아이비,유혹의 소나타,,아이비,유혹의 소나타,A Sweet Moment,2007,2026-09-13 14:39
448,2007,에픽하이,love love love,,에픽하이,Love Love Love (feat. 융진),Remapping the Human Soul,2006,2026-09-13 14:39
449,2007,원더걸스,Irony,,Wonder Girls,Irony,Wonder Girls - The Wonder Years (Korean Version),2007,2026-09-13 14:39
450,2007,원더걸스,Tell Me,,Wonder Girls,Tell Me,Wonder Girls - The Wonder Years (Korean Version),2007,2026-09-13 14:39
451,2007,윤미래,잊었니,,윤미래,잊었니…,t 3 YOONMIRAE,2007,2026-09-13 14:39
452,2007,이기찬,미인,,이기찬,미인,Para Ti,2007,2026-09-13 14:39
453,2007,테이,같은 베개,,테이,같은 베개…,애인,2007,2026-09-13 14:39
454,2008,2AM,이 노래,,2AM,이노래,이노래 - EP,2008,2026-09-13 14:39
455,2008,SG워너비,라라라,,SG Wannabe,라라라,My Friend,2008,2026-09-13 14:39
456,2008,브라운아이드걸스,L.O.V.E,,Brown Eyed Girls,Love,With L.O.V.E Brown Eyed Girls,2008,2026-09-13 14:39
457,2008,빅뱅,붉은 노을,,BIGBANG,붉은 노을,Remember,2008,2026-09-13 14:39
458,2008,빅뱅,하루하루,Haru Haru,BIGBANG,하루하루,Stand Up - EP,2008,2026-09-13 14:39
459,2008,샤이니,누난 너무 예뻐,Replay,SHINee,누난 너무 예뻐,누난 너무 예뻐 The First Mini Album - EP,2008,2026-09-13 14:39
460,2008,아이유,미아,,아이유,미아,Lost and Found - EP,2009,2026-09-13 14:39
461,2008,원더걸스,Nobody,Nobody (Korean Version),Wonder Girls,Nobody (Korean Version),The Wonder Years - Trilogy (Korean Version),2008,2026-09-13 14:39
462,2008,원더걸스,So Hot,,Wonder Girls,So Hot,So Hot,2008,2026-09-13 14:39
463,2008,이효리,Hey Mr. Big,,이효리,Hey Mr. Big,It′s Hyorish,2008,2026-09-13 14:39
464,2008,이효리,U-Go-Girl,,이효리,U-Go-Girl (feat. Nassun),It′s Hyorish,2008,2026-09-13 14:39
465,2008,카라,Rock U,,카라,Rock U,카라 1st - EP,2008,2026-09-13 14:39
466,2009,2NE1,Fire,,2NE1,Fire,2NE1 1st Mini Album,2009,2026-09-13 14:39
467,2009,2NE1,I Don't Care,아이 돈 케어,2NE1,I Don't Care,2NE1 1st Mini Album,2009,2026-09-13 14:39
468,2009,2PM,Again & Again,어게인 앤 어게인,2PM,Again & Again,2:00PM Time for Change,2009,2026-09-13 14:39
469,2009,다비치,8282,8282,다비치,8282,Davichi In Wonderland - EP,2009,2026-09-13 14:39
470,2009,브라운아이드걸스,아브라카다브라,Abracadabra,Brown Eyed Girls,Abracadabra,Sound G.,2009,2026-09-13 14:39
471,2009,샤이니,Ring Ding Dong,,SHINee,Ring Ding Dong,"2009, Year Of Us - EP",2009,2026-09-13 14:39
472,2009,소녀시대,Gee,,소녀시대,Gee,Gee - EP,2009,2026-09-13 14:39
473,2009,소녀시대,Genie,소원을 말해봐,소녀시대,소원을 말해봐 (Genie),소원을 말해봐 (Genie) - EP,2009,2026-09-13 14:39
474,2009,슈퍼주니어,Sorry Sorry,쏘리 쏘리,SUPER JUNIOR,쏘리 쏘리,쏘리 쏘리,2009,2026-09-13 14:39
475,2009,아이유,Boo,,아이유,Boo,Growing up,2009,2026-09-13 14:39
476,2009,애프터스쿨,Diva,,애프터스쿨,DIVA,Diva - Single,2009,2026-09-13 14:39
477,2009,어반자카파,커피를 마시고,,어반자카파,커피를 마시고 (Main Version),커피를 마시고 - EP,2009,2026-09-13 14:39
478,2009,이승철,그런 사람 또 없습니다,,이승철,그런사람 또 없습니다,사랑 참 어렵다 (이승철 10th 리패키지) - Single,2009,2026-09-13 14:39
479,2009,지드래곤,Heartbreaker,,G-DRAGON,Heartbreaker,Heartbreaker,2009,2026-09-13 14:39
480,2009,카라,미스터,Mister,카라,미스터,Revolution,2009,2026-09-13 14:39
481,2009,티아라,Bo Peep Bo Peep,,T-ara,Bo Peep Bo Peep,Absolute First Album,2009,2026-09-13 14:39
482,2009,포미닛,Muzik,,포미닛,Muzik,For Muzik,2009,2026-09-13 14:39
483,2010,10cm,아메리카노,Americano,10CM,아메리카노,아메리카노 - Single,2010,2026-09-13 14:39
484,2010,2AM,죽어도 못 보내,,2AM,죽어도 못 보내,죽어도 못 보내 - EP,2010,2026-09-13 14:39
485,2010,2NE1,Can't Nobody,,2NE1,Can't Nobody,To Anyone,2010,2026-09-13 14:39
486,2010,레인보우,A,,레인보우,A,A - Single,2010,2026-09-13 14:39
487,2010,미쓰에이,Bad Girl Good Girl,배드 걸 굿 걸,miss A,Bad Girl Good Girl,Bad But Good,2010,2026-09-13 14:39
488,2010,비스트,Beautiful,뷰티풀,비스트,Beautiful,Lights Go on Again - EP,2010,2026-09-13 14:39
489,2010,비스트,쇼크,Shock,비스트,Shock,Shock of the New Era - EP,2010,2026-09-13 14:39
490,2010,소녀시대,Oh!,,소녀시대,Oh!,Oh!,2010,2026-09-13 14:39
491,2010,씨엔블루,Love,,씨엔블루,Love,Bluelove - EP,2010,2026-09-13 14:39
492,2010,씨엔블루,외톨이야,Loner,씨엔블루,외톨이야,Bluetory - EP,2010,2026-09-13 14:39
493,2010,아이유,좋은 날,Good Day,아이유,좋은 날,Real,2010,2026-09-13 14:39
494,2010,엠블랙,Y,,엠블랙,Y,Y,2010,2026-09-13 14:39
495,2010,카라,루팡,,카라,루팡,루팡 - EP,2010,2026-09-13 14:39
496,2010,티아라,너 때문에 미쳐,,T-ara,너 때문에 미쳐,Breaking Heart,2010,2026-09-13 14:39
497,2010,포미닛,Huh,,포미닛,Huh,Hit Your Heart,2010,2026-09-13 14:39
498,2010,허각,언제나,,허각,언제나,허각 1st 미니앨범 - EP,2010,2026-09-13 14:39
499,2010,허각,하늘을 달리다,,허각,하늘을 달리다,허각 1st 미니앨범 - EP,2010,2026-09-13 14:39
500,2010,휘성,결혼까지 생각했어,,휘성,결혼까지 생각했어,RealSlow Is Back - EP,2010,2026-09-13 14:39
501,2011,달샤벳,Supa Dupa Diva,,달샤벳,Supa Dupa Diva,Supa Dupa Diva - EP,2011,2026-09-13 14:39
502,2011,미쓰에이,Good Bye Baby,,miss A,Good-Bye Baby,A Class,2011,2026-09-13 14:39
503,2011,비스트,Fiction,,비스트,Fiction,Fiction and Fact,2011,2026-09-13 14:39
504,2011,비스트,비가 오는 날엔,,비스트,비가 오는 날엔,비가 오는 날엔 - Single,2011,2026-09-13 14:39
505,2011,빅뱅,Tonight,,BIGBANG,Tonight,BIGBANG (Special Edition),2011,2026-09-13 14:39
506,2011,소녀시대,The Boys,,Girls' Generation,The Boys,The Boys - The 3rd Album,2011,2026-09-13 14:39
507,2011,씨스타,So Cool,쏘쿨,SISTAR,쏘쿨,So Cool,2011,2026-09-13 14:39
508,2011,아이유,나만 몰랐던 이야기,,아이유,나만 몰랐던 이야기,Real+ - Single,2011,2026-09-13 14:39
509,2011,아이유,내 손을 잡아,,아이유,내 손을 잡아,"최고의 사랑 (Original Television Soundtrack), Pt. 4 - Single",2011,2026-09-13 14:39
510,2011,아이유,너랑 나,You & I,아이유,너랑 나,Last Fantasy,2011,2026-09-13 14:39
